EventCode,EventBaseCode,EventRootCode,SOURCEURL,DATEADDED,entry,ARTICLETEXT
52,52,5,https://www.worcesternews.co.uk/news/24276189.pinvin-c-e-first-school-celebrates-latest-ofsted-report/,20240428,82,"The headteacher of Pinvin C of E First school said he is ""immensely proud"" after Ofsted rated the school as good in its latest inspection.

The school was previously found to be inadequate after an inspection in February last year.

James Hawthorn, Headteacher at Pinvin C of E First School, said: ""We are immensely proud of the whole school community - The children, our families and our wonderful staff.

""Ofsted have recognised that everyone has worked so hard to ensure we are delivering the very best for our children so that everyone can be happy, grow and flourish.""

Ofsted inspectors acknowledged that the school has had several changes in staff in the past few years including the introduction of an additional deputy headteacher and praised the school for swiftly addressing safeguarding concerns following their previous inspection.

The Ofsted report said: ""The school has recently reviewed and developed the curriculum.

""It is broad, ambitious and designed to give pupils what they need.

""However, some staff are unclear about the best ways to deliver the planned curriculum.""

The report did criticise the level of pupil attended at the school but acknowledged that it had improved and that staff at the school were aware of the issue.

The Ofsted report continued: ""Leaders place a high priority on making sure that pupils are in school.

""Their work in this area is having a positive impact.

""Pupils overall attendance has improved, nonetheless, too many pupils are persistently absent.""

Staff were also praised for their student support and taking the time to get to know pupils well stating ""pupils with special educational needs and/or disabilities receive good support and are included fully in all aspects of school life.""

The Ofsted report's final critique said: ""Some pupils' work lacks pride and contains basic grammar, punctuation and spelling errors.

""Teachers do not consistently address this.

""As a result, these pupils repeat the same mistakes or are not being helped to present work to a high standard."""
81,81,8,https://www.chroniclelive.co.uk/news/north-east-news/missed-opportunities-prison-probation-case-29043173,20240428,83,"Something went wrong, please try again later.

Invalid email Something went wrong, please try again later.

Sign up for free to get the latest North East news and updates delivered straight to your inbox

Something went wrong, please try again later.

Sign up for free to get the latest North East news and updates delivered straight to your inbox

The prison and probation service missed opportunities when dealing with an offender who was later found hanged in his flat.

Christopher MacGillivray was handed an 18 month suspended prison sentence after being convicted of motoring offences in January 2021. The 34-year-old was allocated a Community Offender Manager (COM) at North Tyneside Probation to manage his sentence.

Two months later, MacGillivray received an additional 16-and-a-half month suspended prison sentence after being convicted of violence offences. The sentence ran alongside the one he was already serving.

MacGillivray's COM reviewed his risk assessment report on April 7. The assessment noted a previous suicide attempt but did not assess MacGillivray posed a risk to himself.

On April 16, 2021, CCTV operators alerted police after they saw MacGillivray standing on a bridge. He told police he was having difficulties with alcohol, drugs and his relationship but he was not suicidal.

Police passed this information to probation and MacGillivray’s COM logged it on his probation record on April 19. There is no record that his COM discussed the incident with him or that he updated his risk assessment.

On 19 May, a new COM took over MacGillivray’s case. The two COMs said there was a handover, which consisted of an informal conversation about MacGillivray’s risk factors and current concerns. However this was not recorded on probation records.

The new COM said she read through MacGillivray’s record but despite this, she said she was not aware of the events of April 16.

On September 17, 2021, police arrested MacGillivray for theft from a motor vehicle. He was given bail and a condition of this was a curfew which was monitored electronically.

The following month, on October 9, a member of the public reported to police that they were concerned about someone they saw on a bridge. Police attended and found MacGillivray.

Remanded in custody

He was found to have breached his curfew, so was arrested for breach of bail conditions. He was remanded in custody and transferred to HMP Durham the following day.

Police records state that officers had no concerns about MacGillivray. However, when he arrived at Durham, he had documentation with him stating he had been under constant watch in police custody.

On 10 October, 2021, MacGillivray told a member of the drug and alcohol recovery team (DART) that he might harm himself. Prison staff started suicide and self-harm prevention procedures (known as ACCT) and he was put on hourly observations.

The same day, a prison nurse completed a mental health assessment with MacGillivray. She assessed that he did not need to be under the care of the mental health team but that he should continue to work with DART. She noted that he appeared under the influence and did not engage fully with the assessment.

At an ACCT review the next day, MacGillivray said that he did not expect to be in prison for long as he was expecting to get bail. On October 12, the court granted MacGillivray bail

Prison staff held an ACCT review with MacGillivray who said he was pleased to be getting out. They closed the ACCT and did not pass any information about it to the probation service.

Two days later, MacGillivray’s ex-partner found him hanged in his flat. Paramedics attended and at 2.30pm on October 14 and pronounced him dead.

MacGillivray’s previous COM said he found out about MacGillivray’s death from a police officer that worked with probation and he was not offered any support.

MacGillivray's most recent COM said she thought a Senior Probation Officer (SPO) had told her of MacGillivray's death. She said she was not offered any support but she felt confident that she knew who to approach if she was struggling.

An inquest into MacGillivray's death, held on April 8 this year, concluded that he hanged himself whilst under the influence of a combination of cocaine and alcohol. A post-mortem concluded that he died from pressure to his neck from hanging.

Missed opportunities

An independent investigation was carried out by the Prisons & Probation Ombudsman (PPO) following MacGillivray's death.

They recorded that he was managed under Prison Service suicide and self-harm procedures (known as ACCT) from October 10 up to his release from the category B prison.

They were ""very concerned"" that the prison did not tell probation staff about this or provide any details about why he had been assessed as at risk of suicide and self-harm.

The PPO also found that the Community Offender Manager (COM) missed an opportunity to explore this bridge incident in April 2021 with MacGillivray.

They said there was a ""missed opportunity"" to explore the incident, which may have led to completing work around suicide and safety planning, or how MacGillivray could manage low moods.

They said: ""Mr MacGillivray had made previous suicide attempts and this should have been explored further.""

The PPO recommended that the Regional Probation Director North East should ensure that incidents of concern are explored and relevant intervention work is completed if required.

The PPO found that there was a further missed opportunity for the new COM to explore the same incident when his case was transferred to them on May 19, 2021.

They said both COMs told the investigator that a handover took place, which was an informal conversation highlighting risk factors and current concerns. However, this was not logged on probation systems.

The new COM told the investigator that, when given a new case, they were required to review the records. They said that following her review of MacGillivray’s records, she had no concerns around suicide or self-harm.

She also said she wasn't aware of the incident on April 16 - despite it being recorded in the probation records.

The PPO found that the case handover between that COM and the subsequent COM was not thorough.

They recommended that the Regional Probation Director North East should ensure that officers complete detailed handovers when a case is transferred and record details in the probation record; undertake a thorough review of records when given a new case.

They also noted that COMs should be made aware of support services available to them, such as counselling, after a death and told they can use these services at a later date if required.

They found that the process was not followed and the COMs who worked closely with MacGillivray were not offered support following his death.

The PPO recommended that the Regional Probation Director North East should ensure COMs are offered support following the death of a service user on their caseload.

A Prison Service spokesperson said: ""Our thoughts remain with Mr MacGillivray's family and friends.

""We have accepted all of the Ombudsman’s recommendations and measures have been put in place to ensure frontline staff share all vital information with the local probation team when an individual who has been supported with their safety and wellbeing leaves prison."""
181,181,18,https://dailytimes.com.pk/1189951/sessions-judge-kidnapped-near-tank-di-khan-border/,20240428,84,"District and Sessions Judge Shakirullah Marwat posted in South Waziristan was kidnapped by armed men near border area of Tank and Dera Ismail Khan in Khyber Pakhtunkhwa, police said on Saturday.

DI Khan Deputy Superintendent of Police (DSP) Mohammad Adnan confirmed the incident, which took place in a village named Bagwal in the border area between Tank and DI Khan when the sessions judge was on his way back to DI Khan, returning from duty.

He said that the abductors left the judge’s car and driver on the spot.

Police said that no one has claimed the responsibility of the judge’s abduction."
53,53,5,https://cornellsun.com/author/ninadavis/,20240428,85,"Over the last 120 hours, The Sun has had reporters on the scene of the encampment. Here are some vignettes of what they saw. April 26 | “The People’s Library” (Nina Davis/Sun Photography Editor)

The encampment establishes a “People’s Library” which includes instructions for the safe return of borrowed books to their owners. April 26 | “Liberation” (Cynthia Tseng/Sun Assistant Photography Editor)

Supporters use chalk to write on the walkways surrounding the encampment.

April 27 | “By Night” (Nina Davis/Sun Photography Editor)

Members of the encampment stay through the night.

April 28 | “Rainy Rally” (Ming DeMers/Sun Senior Photographer)Despite the rain, CML hosts another solidarity rally on Sunday, in support of the encampment’s fourth day. April 28 | “Mural” (Ming DeMers/Sun Senior Photographer)A child of a protestor views the encampment mural."
16,16,1,https://www.thenewsminute.com/kerala/kerala-ceo-says-polling-got-delayed-as-officials-took-time-to-verify-documents,20240428,86,"""...polling got delayed much beyond the scheduled time and it has now come to our notice that 90% of the booths where the polling got delayed were those where the Congress-led UDF had a clear edge,"" said Venugopal.

Claiming that pro-Left personnel ""hijacked"" the entire poll process, he said, ""The voters' list was prepared by these staff members and many voters after coming to the polling booths realized that their names are not included in the list. Despite all such negative tactics, the Congress-led UDF will win all the 20 seats.""

Reacting to Congress' allegations, Kaul said the entire poll process went smoothly. ""Compared to the previous polls, this time the functioning of the EVMs was excellent. In 95% of the 25,231 booths, polling got over at 6 pm and by 8 pm, polling was completed in 99% of the booths. It was in a few booths at the Vadakara Lok Sabha constituency, where polling continued beyond 8 pm,"" said the CEO."
874,87,8,https://www.fox13memphis.com/news/orange-mound-residents-searching-for-answers-one-week-after-deadly-mass-shooting/article_5be63148-0512-11ef-8364-07598c7aa6a1.html,20240428,87,"MEMPHIS, Tenn. - We are now tracking what is likely to be a multi-day severe weather outbreak across the middle of the country. Read MoreRain expected to cap off weekend before strong storms move into the Mid-South"
150,150,15,https://www.lifehacker.com.au/2024/04/how-to-disconnect-your-windows-account-from-the-cloud/,20240428,88,"If you’re already using Windows 11, that means you likely set it up using a Microsoft account, unless you already checked out our guide on how to use a local account when setting up Windows 11. If you’ve already set up a Microsoft account, don’t despair: You still aren’t locked into using a cloud-based account on your PC. Instead, you can actually disconnect your Microsoft account from the cloud and turn it into a local account instead.

You won’t lose any of your information or data if you follow this method, allowing you to cut the ties with Microsoft’s various cloud services and still make the most of your Windows 11 PC.

How to remove your Microsoft account from Windows

To get started, open the Windows 11 settings menu. This can be found by pressing Windows Key + I or by opening the Start Menu and selecting the Settings cog.

Click Account > Your Info > Sign in with a local account instead. Then, enter a new password for your local account and confirm the change. Windows will save your changes and switch your Microsoft account to a local account that’s stored directly on the PC. You can still access your Microsoft account online with the information that you used before, but your Windows 11 PC will no longer be tied directly to that account.

How to remove a work or school account from Windows 11

If you’re using a school or work account, then removing them is somewhat similar.

Open the Windows settings by pressing Windows Key + I. Navigate to Accounts > Access work or school and then click Disconnect. This will remove your work or school account from Windows 11. Keep in mind it will also lock out any features that you had access to through those accounts, like Microsoft Teams.

Why you may want to remove your Microsoft account from Windows

Having a Microsoft account tied to your Windows 11 account gives you access to a ton of additional features, like Copilot and OneDrive. But if you want to take a more private approach to how you use your PC, then disconnecting your account cuts off Microsoft’s access to your data. It does mean you’ll lose out on features like cloud storage, but on the other hand, you’ll have more control over what data Microsoft is able to capture and share with advertisers."
192,192,19,https://www.thewestmorlandgazette.co.uk/news/24281350.first-red-squirrels-spotted-near-kirkby-lonsdale-20-years/,20240428,89,"Jason Braithwaite, (53), shared a photo a landowner sent him of a red squirrel near Kirkby Lonsdale that was caught on camera on April 20. Mr Braithwaite did want to give the exact location of the woodland as he did not want to attract public attention to the area.

However, he said that not only was it the first time in two decades since a red squirrel was spotted in that area, a groundsman who had been working there for years told him that he had never seen one.

One of the only population centres left in England for red squirrels after greys were introduced in the late nineteenth century has been the Lake District.

Red squirrel populations decline quickly when greys move into an area, because of competition and disease (Image: Jason Braithwaite)

Even defending this area has been a challenge with Mr Braithwaite saying that red squirrels could go extinct in the Lakes within 15 years if the greys are allowed to move in.

Mr Braithwaite writes articles on red squirrel conservation as JDJ Braithwaite. His methods can be seen as controversial as he uses an air rifle to shoot grey squirrels 'humanely' via setting up feeders and then using a hide rather than trapping.

READ MORE: Dog attacked at Ford Park in Ulverston

He uses cameras to see what animals are using the feeder, using that as a basis to plan out where he will go.

He uses shooting rather than trapping as a method of removing greys from an area (Image: Jason Braithwaite)

He said: ""I take it very seriously to make sure its as clean and humane as it can be.""

He argues that it is possible to accidentally trap red squirrels and leave them there 'for two or three hours' and the stressful experience can affect breeding, as well as the fact he 'doesn't have the time' to go round and free them again.

There are two mating seasons per year for squirrels, which means that greys can quickly repopulate if they are not continually removed. Mr Braithwaite said he has removed hundreds of greys in the last 30 years, with permission given to him by landowners to cover many acres of woodland in the Lune Valley. Although there are red squirrel conservation groups, he said that he works alone.

According to both Mr Braithwaite and the BBC Wildlife Magazine, grey squirrels not only outcompete reds but also bring parapox which can devastate red populations. Grey squirrels can also eat seeds and nuts before they ripen, unlike reds, and the greys strip the bark off juvenile trees to get to the sap."
192,192,19,https://biztoc.com/x/4bd3625bf2c4b561,20240428,91,"Warren Buffett is doing it again. Berkshire Hathaway has trounced the returns of the S&P 500 index since Buffett took control of the company in 1965. Buffett continues to beat the market this year with Berkshire's shares up two times higher than that of the S&P.

Some of Berkshire's strong gains can be attributed to high-flying stocks in its investment portfolio. Here are…

This story appeared on finance.yahoo.com , ."
1053,105,10,https://www.telegraphindia.com/feeds/india/siddaramaiah-holds-dharna-protesting-centres-injustice-in-release-of-drought-relief-to-karnataka/cid/2016319,20240428,92,"Karnataka Chief Minister Siddaramaiah, his deputy D K Shivakumar along with several ministers and legislators on Sunday staged a dharna here, alleging injustice done to the state by the union government while releasing the drought relief funds.

Holding 'Chombu', a water pot symbolising emptiness and deception, the leaders charged the Centre with ""cheating"" Karnataka by not releasing adequate relief to face acute drought, the kind of which was not witnessed in the past several decades.

ADVERTISEMENT

They held the symbolic dharna in front of the Mahatma Gandhi statue on the premises of ""Vidhana Soudha"", which houses the Legislature and Secretariat.

The state government has declared 226 out of the total 236 Taluks in Karnataka as drought-hit and said there was a crop loss in 48 lakh hectares of land.

According to Siddaramaiah, against the demand for Rs 18,171 crore for drought relief, the union government ordered release of only Rs 3,454 crore, that too after the state approached the Supreme Court.

The amount was not even a quarter of the state's demand, he noted.

Except for the headline, this story has not been edited by The Telegraph Online staff and has been published from a syndicated feed."
874,87,8,https://www.outlookindia.com/traveller/ot-itinerary-heres-a-two-day-guide-to-ponmudi-hills-in-kerala,20240428,93,"Discover Ponmudi Hills, a hidden gem in Kerala for your next weekend getaway. Steeped in natural beauty, it is the perfect place for a slow holiday. Located at a three-hour drive from Thiruvananthapuram, it stands tall at 3,000ft and is surrounded by mist-shrouded slopes. Ponmudi Hills is known for its well-preserved terrain that houses a vast collection of rare flora and fauna, including mountain flowers, wild orchids, and exotic butterflies.

The place is famous for Peppara Wildlife Sanctuary, which is home to over 200 species of birds, more than 40 species of reptiles and mammals, and a variety of fish and amphibians. The Karamana River flows through Ponmudi Hills, adding to its lush green beauty. For bird watchers, the place is a paradise, with a wide range of species ranging from the Malabar grey hornbill to the three-toed kingfisher to painted bush quail. Don't miss the opportunity to trek the popular 18km Varayadumotta trail or take a break and visit the breathtaking Kallar River and picturesque Meenmutty Waterfalls. Ponmudi Hills is also home to the Golden Valley and Agasthyakoodam, one of the highest peaks of the Western Ghats. Here's an itinerary for a two-day holiday in the area."
61,61,6,https://www.fool.com/investing/2024/04/28/could-soundhound-ai-become-the-next-arm-holdings/?source=iedfolrf0000001,20240428,94,"Nvidia invested in both companies late last year.

SoundHound AI (SOUN 0.22%) garnered a lot of attention after it was revealed that it was one of four stocks, along with Arm Holdings (ARM 3.78%), that Nvidia (NVDA 3.46%) invested in late last year. Nvidia took some of its ample cash and invested in companies it thought could greatly benefit from the upcoming artificial intelligence (AI) revolution.

Now there is a huge difference in size between SoundHound, which has a market cap of just over $1 billion, and Arm, which has a market cap of nearly $100 billion. Despite being just about one-hundredth of the size of Arm, SoundHound does share some intriguing similarities with the company.

A royalty revenue model

One trait that helped lift Arm to where the company is today is its business model, which generates a lot of recurring revenue over long periods of time. The company licenses its technology to other companies getting upfront payments, but then collects royalties thereafter on every chip a customer ships based on its architecture. The model has proven to be so enduring that nearly half of Arm's royalty revenue comes from products that were introduced in 2012 or before.

SoundHound also derives much of its revenue from royalties. In fact, over 94% of its revenue in 2023 came from product royalties. With SoundHound's model, customers incorporate its voice AI platform into their devices, such as automobiles, third-party assistants, or smart TVs. SoundHound then collects royalty payments based on volume, usage, or life of the applicable product.

The company has also started to sell its platform via subscriptions for use cases that don't have a product attached to it. SoundHound has done a good job making inroads with its technology into the restaurant industry. Since there is no product attached to its technology in this industry, it sells its service as a subscription. This is also another recurring revenue stream, which helps add predictability to its business.

AI beneficiaries

Both Arm and SoundHound are also current beneficiaries of the AI revolution. Arm is seeing growth pick up as new end devices, such as smartphones, need more of its technology incorporated in central processing units (CPUs) to handle AI applications.

SoundHound, meanwhile, has seen its backlog grow as AI has quickly gone from being accepted to becoming expected. Its technology helps voice assistants and humans interact more naturally, as well as allows for more complex questions and answers.

The automobile industry has been one of the driving forces in embracing its platform; the company has relationships with more than 20 auto brands. The restaurant industry is quickly following suit with the company signing deals with restaurant chains as well as restaurant-focused fintech companies such as Toast and Olo.

Both Soundhound and Arm have teamed up with Nvidia. Arm's technology is being used in Nvidia's Grace Hopper Superchip, which combines CPUs with GPUs to help handle AI workloads more quickly while using less power. SoundHound, meanwhile, partnered with Nvidia to develop an in-vehicle voice platform running on the Nvidia Drive platform that doesn't need internet connectivity. Among the use cases for this technology will be retrieving information directly from a vehicle's user manual.

SoundHound is in its early stages

SoundHound hasn't produced a lot of revenue yet, with the company reporting a 47% increase in revenue to $45.9 million for 2023. What it does have, though, is a large booking backlog of $661 million. These are signed contracts that if honored will turn into future revenue. The weighted average length of its contracts is about six and a half years, so that would average out to about $100 million in revenue per year just from currently signed contracts over that time. Some of this is back-end loaded, so don't expect $100 million in revenue next year, but it does set the company up for solid future revenue growth.

Meanwhile, as AI becomes more incorporated into everyday lives, more automobile manufacturers will look to add SoundHound's platform into their vehicles and more industries will look to use its technology. The company will also continue to innovate and offer new products.

That sets SoundHound up for strong potential growth in the years ahead. Now will SoundHound grow to the heights of Arm? That's a difficult task, but it is possible. Arm was able to get its CPU architecture into nearly every smartphone made. If SoundHound's AI voice technology can be incorporated into most smartphones, it can follow a similar path.

That said, SoundHound doesn't need to be the next Arm for an investment in the stock to be successful. If the company can continue to get wins in the auto and restaurant spaces and then perhaps capture some of the higher-end smartphone market, it will have a lot of long-term upside from here."
72,72,7,https://www.fool.com/investing/2024/04/28/could-soundhound-ai-become-the-next-arm-holdings/?source=iedfolrf0000001,20240428,95,"Nvidia invested in both companies late last year.

SoundHound AI (SOUN 0.22%) garnered a lot of attention after it was revealed that it was one of four stocks, along with Arm Holdings (ARM 3.78%), that Nvidia (NVDA 3.46%) invested in late last year. Nvidia took some of its ample cash and invested in companies it thought could greatly benefit from the upcoming artificial intelligence (AI) revolution.

Now there is a huge difference in size between SoundHound, which has a market cap of just over $1 billion, and Arm, which has a market cap of nearly $100 billion. Despite being just about one-hundredth of the size of Arm, SoundHound does share some intriguing similarities with the company.

A royalty revenue model

One trait that helped lift Arm to where the company is today is its business model, which generates a lot of recurring revenue over long periods of time. The company licenses its technology to other companies getting upfront payments, but then collects royalties thereafter on every chip a customer ships based on its architecture. The model has proven to be so enduring that nearly half of Arm's royalty revenue comes from products that were introduced in 2012 or before.

SoundHound also derives much of its revenue from royalties. In fact, over 94% of its revenue in 2023 came from product royalties. With SoundHound's model, customers incorporate its voice AI platform into their devices, such as automobiles, third-party assistants, or smart TVs. SoundHound then collects royalty payments based on volume, usage, or life of the applicable product.

The company has also started to sell its platform via subscriptions for use cases that don't have a product attached to it. SoundHound has done a good job making inroads with its technology into the restaurant industry. Since there is no product attached to its technology in this industry, it sells its service as a subscription. This is also another recurring revenue stream, which helps add predictability to its business.

AI beneficiaries

Both Arm and SoundHound are also current beneficiaries of the AI revolution. Arm is seeing growth pick up as new end devices, such as smartphones, need more of its technology incorporated in central processing units (CPUs) to handle AI applications.

SoundHound, meanwhile, has seen its backlog grow as AI has quickly gone from being accepted to becoming expected. Its technology helps voice assistants and humans interact more naturally, as well as allows for more complex questions and answers.

The automobile industry has been one of the driving forces in embracing its platform; the company has relationships with more than 20 auto brands. The restaurant industry is quickly following suit with the company signing deals with restaurant chains as well as restaurant-focused fintech companies such as Toast and Olo.

Both Soundhound and Arm have teamed up with Nvidia. Arm's technology is being used in Nvidia's Grace Hopper Superchip, which combines CPUs with GPUs to help handle AI workloads more quickly while using less power. SoundHound, meanwhile, partnered with Nvidia to develop an in-vehicle voice platform running on the Nvidia Drive platform that doesn't need internet connectivity. Among the use cases for this technology will be retrieving information directly from a vehicle's user manual.

SoundHound is in its early stages

SoundHound hasn't produced a lot of revenue yet, with the company reporting a 47% increase in revenue to $45.9 million for 2023. What it does have, though, is a large booking backlog of $661 million. These are signed contracts that if honored will turn into future revenue. The weighted average length of its contracts is about six and a half years, so that would average out to about $100 million in revenue per year just from currently signed contracts over that time. Some of this is back-end loaded, so don't expect $100 million in revenue next year, but it does set the company up for solid future revenue growth.

Meanwhile, as AI becomes more incorporated into everyday lives, more automobile manufacturers will look to add SoundHound's platform into their vehicles and more industries will look to use its technology. The company will also continue to innovate and offer new products.

That sets SoundHound up for strong potential growth in the years ahead. Now will SoundHound grow to the heights of Arm? That's a difficult task, but it is possible. Arm was able to get its CPU architecture into nearly every smartphone made. If SoundHound's AI voice technology can be incorporated into most smartphones, it can follow a similar path.

That said, SoundHound doesn't need to be the next Arm for an investment in the stock to be successful. If the company can continue to get wins in the auto and restaurant spaces and then perhaps capture some of the higher-end smartphone market, it will have a lot of long-term upside from here."
61,61,6,https://www.fool.com/investing/2024/04/28/could-soundhound-ai-become-the-next-arm-holdings/?source=iedfolrf0000001,20240428,96,"Nvidia invested in both companies late last year.

SoundHound AI (SOUN 0.22%) garnered a lot of attention after it was revealed that it was one of four stocks, along with Arm Holdings (ARM 3.78%), that Nvidia (NVDA 3.46%) invested in late last year. Nvidia took some of its ample cash and invested in companies it thought could greatly benefit from the upcoming artificial intelligence (AI) revolution.

Now there is a huge difference in size between SoundHound, which has a market cap of just over $1 billion, and Arm, which has a market cap of nearly $100 billion. Despite being just about one-hundredth of the size of Arm, SoundHound does share some intriguing similarities with the company.

A royalty revenue model

One trait that helped lift Arm to where the company is today is its business model, which generates a lot of recurring revenue over long periods of time. The company licenses its technology to other companies getting upfront payments, but then collects royalties thereafter on every chip a customer ships based on its architecture. The model has proven to be so enduring that nearly half of Arm's royalty revenue comes from products that were introduced in 2012 or before.

SoundHound also derives much of its revenue from royalties. In fact, over 94% of its revenue in 2023 came from product royalties. With SoundHound's model, customers incorporate its voice AI platform into their devices, such as automobiles, third-party assistants, or smart TVs. SoundHound then collects royalty payments based on volume, usage, or life of the applicable product.

The company has also started to sell its platform via subscriptions for use cases that don't have a product attached to it. SoundHound has done a good job making inroads with its technology into the restaurant industry. Since there is no product attached to its technology in this industry, it sells its service as a subscription. This is also another recurring revenue stream, which helps add predictability to its business.

AI beneficiaries

Both Arm and SoundHound are also current beneficiaries of the AI revolution. Arm is seeing growth pick up as new end devices, such as smartphones, need more of its technology incorporated in central processing units (CPUs) to handle AI applications.

SoundHound, meanwhile, has seen its backlog grow as AI has quickly gone from being accepted to becoming expected. Its technology helps voice assistants and humans interact more naturally, as well as allows for more complex questions and answers.

The automobile industry has been one of the driving forces in embracing its platform; the company has relationships with more than 20 auto brands. The restaurant industry is quickly following suit with the company signing deals with restaurant chains as well as restaurant-focused fintech companies such as Toast and Olo.

Both Soundhound and Arm have teamed up with Nvidia. Arm's technology is being used in Nvidia's Grace Hopper Superchip, which combines CPUs with GPUs to help handle AI workloads more quickly while using less power. SoundHound, meanwhile, partnered with Nvidia to develop an in-vehicle voice platform running on the Nvidia Drive platform that doesn't need internet connectivity. Among the use cases for this technology will be retrieving information directly from a vehicle's user manual.

SoundHound is in its early stages

SoundHound hasn't produced a lot of revenue yet, with the company reporting a 47% increase in revenue to $45.9 million for 2023. What it does have, though, is a large booking backlog of $661 million. These are signed contracts that if honored will turn into future revenue. The weighted average length of its contracts is about six and a half years, so that would average out to about $100 million in revenue per year just from currently signed contracts over that time. Some of this is back-end loaded, so don't expect $100 million in revenue next year, but it does set the company up for solid future revenue growth.

Meanwhile, as AI becomes more incorporated into everyday lives, more automobile manufacturers will look to add SoundHound's platform into their vehicles and more industries will look to use its technology. The company will also continue to innovate and offer new products.

That sets SoundHound up for strong potential growth in the years ahead. Now will SoundHound grow to the heights of Arm? That's a difficult task, but it is possible. Arm was able to get its CPU architecture into nearly every smartphone made. If SoundHound's AI voice technology can be incorporated into most smartphones, it can follow a similar path.

That said, SoundHound doesn't need to be the next Arm for an investment in the stock to be successful. If the company can continue to get wins in the auto and restaurant spaces and then perhaps capture some of the higher-end smartphone market, it will have a lot of long-term upside from here."
18,18,1,https://www.channelstv.com/2024/04/28/governor-abiodun-sympathises-with-abeokuta-gas-explosion-victims-calls-for-calm/,20240428,97,"The Ogun State Governor, Dapo Abiodun, has expressed great sympathy for the victims of a gas explosion at the Ita-Oshin area of Abeokuta, the state capital on Saturday evening.

There was a fire incident at about 5 pm caused by a lone accident of a gas truck with the inscription Gasco Marine, at Ita Oshin junction a few metres from the roundabout.

The truck, moving inward Abeokuta, lost control and ran into the road pavement before it eventually stopped.

The driver fled the scene while the truck boy lost his life. His mutilated remains have been deposited at the General Hospital, Ijaiye.

It was gathered that four parked vehicles were burnt to ashes. The inferno also affected five shops, with one completely burnt.

READ ALSO: One Dead, Two Injured In Ogun Tanker Crash

Four trucks from the Federal and the Ogun State Fire Services were on the ground to put out the inferno.

Governor Abiodun, in a statement on Saturday night, regretted the loss of life in the inferno and the attendant destruction of properties.

He, however, called for calm, assuring that everything was being done to put the situation under control.

“I am deeply saddened by the tragic gas explosion that occurred in Abeokuta, Ogun State on Saturday, which led to the loss of an innocent life and destruction of properties. This is a devastating incident that has brought pain and anguish to many families,” he said

“On behalf of the government and people of Ogun State, I extend my heartfelt condolences to the family of the lone victim of this tragic incident. My prayers are with them during this difficult time.

“I also wish to express my sympathy to those who suffered damage to their businesses.”

The governor praised the quick intervention of relevant agencies of government and first responders, which brought the situation under control.

Governor Abiodun noted that relevant authorities have been mandated to ascertain the cause of the explosion and ensure that appropriate measures are put in place to prevent a recurrence.

Gasco Marine Condoles With Abeokuta Explosion Victims’ Families

The company whose truck crashed, causing the explosion, said it will do everything possible support those affected."
